id,257
cte,258
cadena,259
IF,260
END_IF,261
ELSE,262
CLASS,263
PRINT,264
VOID,265
LONG,266
USHORT,267
FLOAT,268
WHILE,269
DO,270
<=,271
>=,272
==,273
!!,274
RETURN,275
++,276
cte_flotante,277
UNEXISTENT_RES_WORD,278
CHECK,279
